onset	duration	stimulus
0.0	2.008	na
2.008	13.984	father
15.992	14.0	father
29.992	14.0	ten
43.992	14.0	six
57.992	14.0	six
71.992	14.0	three
85.992	14.0	wife
99.992	14.003	four
113.995	13.997	four
127.992	14.0	six
141.992	14.0	wife
155.992	14.0	ten
169.992	14.0	child
183.992	14.0	three
197.992	14.0	four
211.992	14.0	three
225.992	14.0	child
239.992	14.001	ten
253.993	13.999	three
267.992	14.0	six
281.992	14.0	wife
295.992	14.0	wife
309.992	14.0	daughter
323.992	14.0	ten
337.992	14.0	three
351.992	14.0	child
365.992	14.0	three
379.992	14.0	three
393.992	14.0	ten
407.992	14.001	three
421.993	14.0	ten
435.993	13.999	six
449.992	14.0	child
463.992	14.0	child
477.992	14.0	wife
491.992	14.0	four
505.992	13.999	four
519.991	14.001	three
533.992	13.999	child
547.991	14.0	three
561.991	14.001	ten
575.992	13.999	four
589.991	14.0	four
603.991	14.0	ten
617.991	14.001	six
631.992	14.002	child
645.994	13.998	six
659.992	14.002	four
673.994	14.001	daughter
687.995	13.998	child
701.993	14.001	four
715.994	13.997	three
729.991	14.0	daughter
743.991	14.0	daughter
757.991	14.0	six
771.991	14.0	father
785.991	14.0	six
799.991	14.0	daughter
813.991	14.0	six
827.991	14.0	three
841.991	14.0	six
855.991	14.0	four
869.991	14.0	child
883.991	14.0	six
897.991	14.0	four
911.991	14.0	child
925.991	14.0	ten
939.991	14.0	daughter
953.991	14.0	wife
967.991	14.0	daughter
981.991	14.0	daughter
995.991	14.0	six
1009.991	14.0	daughter
1023.991	14.0	four
1037.991	14.0	daughter
1051.991	14.0	daughter
1065.991	14.0	wife
1079.991	14.0	ten
1093.991	14.0	six
1107.991	14.0	child
1121.991	14.0	daughter
1135.991	14.0	wife
1149.991	14.0	ten
1163.991	14.0	child
1177.991	14.0	father
1191.991	14.003	wife
1205.994	13.997	ten
1219.991	14.0	wife
1233.991	14.0	ten
1247.991	14.0	child
1261.991	14.0	ten
1275.991	14.0	wife
1289.991	14.0	father
1303.991	14.0	daughter
1317.991	14.002	father
1331.993	13.998	wife
1345.991	14.0	father
1359.991	14.0	six
1373.991	14.0	four
1387.991	14.002	father
1401.993	13.998	child
1415.991	14.0	six
1429.991	14.001	child
1443.992	13.999	father
1457.991	14.0	three
1471.991	14.0	child
1485.991	14.0	four
1499.991	14.002	child
1513.993	13.998	three
1527.991	14.0	father
1541.991	14.0	wife
1555.991	14.0	four
1569.991	14.0	ten
1583.991	13.999	father
1597.99	14.001	three
1611.991	14.0	six
1625.991	13.999	wife
1639.99	14.001	ten
1653.991	14.0	wife
1667.991	13.999	daughter
1681.99	14.0	three
1695.99	14.009	ten
1709.999	13.991	daughter
1723.99	14.0	three
1737.99	14.0	three
1751.99	14.0	child
1765.99	14.0	six
1779.99	14.0	ten
1793.99	14.0	child
1807.99	14.0	four
1821.99	14.0	wife
1835.99	14.0	daughter
1849.99	14.0	wife
1863.99	14.0	ten
1877.99	14.0	child
1891.99	14.0	four
1905.99	14.0	father
1919.99	14.0	wife
1933.99	14.0	father
1947.99	14.0	father
1961.99	14.0	daughter
1975.99	14.0	daughter
1989.99	14.0	father
2003.99	14.0	ten
2017.99	14.0	father
2031.99	14.0	four
2045.99	14.0	father
2059.99	14.0	daughter
2073.99	14.0	wife
2087.99	14.0	four
2101.99	14.0	father
2115.99	14.0	six
2129.99	14.0	daughter
2143.99	14.0	father
2157.99	14.0	three
2171.99	14.0	father
2185.99	14.0	four
2199.99	14.0	six
2213.99	14.0	three
2227.99	14.0	wife
